track,method,mode,role,stratum,edits,inputs,source_image_edit_pairs,base_correct_inputs,base_correct_edits,distinct_source_images,distinct_base_correct_images,semantic,target_consistency,token_parity,kl,base_correct,base_correct_damage,base_correct_preserved,base_wrong_became_correct,base_wrong_changed,on,joint_on_correct
NEW_CONFIRMATION,A2,BASE,calibration,H_all,15,21,21,20,15,7,6,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,H_keep,15,20,20,20,15,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,U_all,16,216,216,145,16,41,34,0.6727335164835165,0.28708791208791207,1.0,0.0,0.6727335164835165,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,U_base_wrong,16,71,71,0,0,20,0,0.0,0.209375,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,U_keep,16,145,145,145,16,34,34,1.0,0.33247429653679655,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,calibration,positive,16,64,16,21,8,16,8,0.328125,0.328125,1.0,,0.328125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,0.6111111111111112,0.6111111111111112,1.0,0.0,0.6111111111111112,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,H_all,15,20,20,15,13,7,6,0.7666666666666667,0.13333333333333333,1.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,0.4,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,H_keep,13,15,15,15,13,6,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,U_all,16,202,202,130,16,41,31,0.6419986263736264,0.2566964285714286,1.0,0.0,0.6419986263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.0,0.121875,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,U_keep,16,130,130,130,16,31,31,1.0,0.33909181096681096,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,0.5,0.5,1.0,,0.5,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,evaluation,source_style_confirmation,16,32,16,19,10,16,10,0.59375,0.59375,1.0,,0.59375,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,H_all,16,28,28,27,16,9,8,0.9791666666666666,0.0,1.0,0.0,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,H_keep,16,27,27,27,16,8,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,U_all,16,217,217,129,16,43,33,0.5951236263736264,0.2657967032967033,1.0,0.0,0.5951236263736264,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,U_base_wrong,16,88,88,0,0,22,0,0.0,0.22628968253968254,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,U_keep,16,129,129,129,16,33,33,1.0,0.32276785714285716,1.0,0.0,1.0,0.0,1.0,,,0.0,0.0
NEW_CONFIRMATION,A2,BASE,fit,positive,16,64,16,18,6,16,6,0.28125,0.28125,1.0,,0.28125,0.0,1.0,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BASE,native,positive,16,16,16,0,0,16,0,0.0,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,H_all,15,21,21,20,15,7,6,0.06666666666666667,0.9333333333333333,0.06666666666666667,0.3035370762149493,0.9666666666666667,0.9,0.1,0.0,1.0,0.9333333333333333,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,0.20979265868663788,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,H_keep,15,20,20,20,15,6,6,0.1,0.9,0.1,0.29654398759206135,1.0,0.9,0.1,,,0.9,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,U_all,16,216,216,145,16,41,34,0.48660714285714285,0.3650412087912088,0.4423076923076923,0.08759002221437925,0.6727335164835165,0.3324314574314574,0.6675685425685426,0.12767857142857142,0.6433779761904762,0.7912087912087912,0.3135302197802198
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,U_base_wrong,16,71,71,0,0,20,0,0.12767857142857142,0.22663690476190476,0.3566220238095238,0.11338052148631894,0.0,,,0.12767857142857142,0.6433779761904762,0.9056547619047619,0.12767857142857142
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,U_keep,16,145,145,145,16,34,34,0.6675685425685426,0.44316829004329006,0.46742198773448773,0.07552373591819504,1.0,0.3324314574314574,0.6675685425685426,,,0.7437793109668109,0.4113478535353535
NEW_CONFIRMATION,A2,BE_ROUTE+A2,calibration,positive,16,64,16,21,8,16,8,1.0,1.0,0.0,,0.328125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.03333333333333333,0.3695944864220089,0.6111111111111112,0.0,1.0,1.0,1.0,0.9666666666666667,0.9666666666666667
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,H_all,15,20,20,15,13,7,6,0.03333333333333333,0.9666666666666667,0.03333333333333333,0.3188396190603574,0.7666666666666667,0.9230769230769231,0.07692307692307693,0.0,1.0,0.9666666666666667,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,1.0,0.0,0.3840814471244812,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,H_keep,13,15,15,15,13,6,6,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.2823311955882953,1.0,0.9230769230769231,0.07692307692307693,,,0.9230769230769231,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,U_all,16,202,202,130,16,41,31,0.47247023809523814,0.3524496336996337,0.5944940476190477,0.06732150464914735,0.6419986263736264,0.2940092893217893,0.7059907106782106,0.08035714285714285,0.43839285714285714,0.7054143772893773,0.2661401098901099
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.08035714285714285,0.18348214285714284,0.5616071428571429,0.0714914843800389,0.0,,,0.08035714285714285,0.43839285714285714,0.7476190476190476,0.08035714285714285
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,U_keep,16,130,130,130,16,31,31,0.7059907106782106,0.4531385281385281,0.6093614718614718,0.06710330585892668,1.0,0.2940092893217893,0.7059907106782106,,,0.6840255230880231,0.3900162337662338
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,H_all,16,28,28,27,16,9,8,0.041666666666666664,0.9375,0.0625,0.31000376865267754,0.9791666666666666,0.9479166666666666,0.05208333333333333,0.0,0.0,0.9375,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,H_keep,16,27,27,27,16,8,8,0.05208333333333333,0.9479166666666666,0.05208333333333333,0.31327328955133754,1.0,0.9479166666666666,0.05208333333333333,,,0.9479166666666666,0.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,U_all,16,217,217,129,16,43,33,0.41929945054945056,0.3169642857142857,0.4876373626373626,0.07720209822854396,0.5951236263736264,0.298139880952381,0.701860119047619,0.032366071428571425,0.5020337301587301,0.7383241758241759,0.27541208791208793
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,U_base_wrong,16,88,88,0,0,22,0,0.032366071428571425,0.24035218253968255,0.49796626984126985,0.09385498538907246,0.0,,,0.032366071428571425,0.5020337301587301,0.7330605158730159,0.032366071428571425
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,U_keep,16,129,129,129,16,33,33,0.701860119047619,0.38797123015873014,0.4787698412698413,0.07062616325893031,1.0,0.298139880952381,0.701860119047619,,,0.7437996031746031,0.4456597222222222
NEW_CONFIRMATION,A2,BE_ROUTE+A2,fit,positive,16,64,16,18,6,16,6,1.0,1.0,0.0,,0.28125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,BE_ROUTE+A2,native,positive,16,16,16,0,0,16,0,1.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_all,15,21,21,20,15,7,6,0.0,1.0,0.0,0.32100486010313034,0.9666666666666667,1.0,0.0,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,0.20979265868663788,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_keep,15,20,20,20,15,6,6,0.0,1.0,0.0,0.32155680457750957,1.0,1.0,0.0,,,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,U_all,16,216,216,145,16,41,34,0.4632554945054945,0.3866758241758242,0.31524725274725274,0.09962834524738574,0.6727335164835165,0.39848259379509376,0.6015174062049062,0.1886904761904762,0.7252232142857142,1.0,0.4632554945054945
NEW_CONFIRMATION,A2,FORCED_ON,calibration,U_base_wrong,16,71,71,0,0,20,0,0.1886904761904762,0.27723214285714287,0.2747767857142857,0.12253373598372751,0.0,,,0.1886904761904762,0.7252232142857142,1.0,0.1886904761904762
