track,method,mode,role,stratum,edits,inputs,source_image_edit_pairs,base_correct_inputs,base_correct_edits,distinct_source_images,distinct_base_correct_images,semantic,target_consistency,token_parity,kl,base_correct,base_correct_damage,base_correct_preserved,base_wrong_became_correct,base_wrong_changed,on,joint_on_correct
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_all,15,21,21,20,15,7,6,0.0,1.0,0.0,0.32100486010313034,0.9666666666666667,1.0,0.0,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,0.20979265868663788,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,H_keep,15,20,20,20,15,6,6,0.0,1.0,0.0,0.32155680457750957,1.0,1.0,0.0,,,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,calibration,U_all,16,216,216,145,16,41,34,0.4632554945054945,0.3866758241758242,0.31524725274725274,0.09962834524738574,0.6727335164835165,0.39848259379509376,0.6015174062049062,0.1886904761904762,0.7252232142857142,1.0,0.4632554945054945
NEW_CONFIRMATION,A2,FORCED_ON,calibration,U_base_wrong,16,71,71,0,0,20,0,0.1886904761904762,0.27723214285714287,0.2747767857142857,0.12253373598372751,0.0,,,0.1886904761904762,0.7252232142857142,1.0,0.1886904761904762
NEW_CONFIRMATION,A2,FORCED_ON,calibration,U_keep,16,145,145,145,16,34,34,0.6015174062049062,0.44842397186147187,0.3251758658008658,0.08801431583976749,1.0,0.39848259379509376,0.6015174062049062,,,1.0,0.6015174062049062
NEW_CONFIRMATION,A2,FORCED_ON,calibration,positive,16,64,16,21,8,16,8,1.0,1.0,0.0,,0.328125,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,FORCED_ON,challenge,same_answer_context_not_conflict,15,32,32,20,11,6,6,1.0,1.0,0.0,0.397388690577613,0.6111111111111112,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,H_all,15,20,20,15,13,7,6,0.0,1.0,0.0,0.33011879871288935,0.7666666666666667,1.0,0.0,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,H_base_wrong,5,5,5,0,0,1,0,0.0,1.0,0.0,0.3840814471244812,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,H_keep,13,15,15,15,13,6,6,0.0,1.0,0.0,0.30836007170952284,1.0,1.0,0.0,,,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,U_all,16,202,202,130,16,41,31,0.4380151098901099,0.40493360805860806,0.40848214285714285,0.083975346213598,0.6419986263736264,0.3972830988455988,0.6027169011544011,0.17336309523809523,0.6438988095238095,1.0,0.4380151098901099
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,U_base_wrong,16,72,72,0,0,23,0,0.17336309523809523,0.2831845238095238,0.3561011904761905,0.088367218936903,0.0,,,0.17336309523809523,0.6438988095238095,1.0,0.17336309523809523
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,U_keep,16,130,130,130,16,31,31,0.6027169011544011,0.4817099567099567,0.4406092171717172,0.08319937342545217,1.0,0.3972830988455988,0.6027169011544011,,,1.0,0.6027169011544011
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,cross_family_confirmation,16,32,16,16,10,16,10,1.0,1.0,0.0,,0.5,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,FORCED_ON,evaluation,source_style_confirmation,16,32,16,19,10,16,10,1.0,1.0,0.0,,0.59375,0.0,1.0,1.0,1.0,1.0,1.0
NEW_CONFIRMATION,A2,FORCED_ON,fit,H_all,16,28,28,27,16,9,8,0.0,1.0,0.0,0.32794703512142104,0.9791666666666666,1.0,0.0,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,fit,H_base_wrong,1,1,1,0,0,1,0,0.0,1.0,0.0,0.24651457369327545,0.0,,,0.0,1.0,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,fit,H_keep,16,27,27,27,16,8,8,0.0,1.0,0.0,0.32877379811058444,1.0,1.0,0.0,,,1.0,0.0
NEW_CONFIRMATION,A2,FORCED_ON,fit,U_all,16,217,217,129,16,43,33,0.4230769230769231,0.36126373626373626,0.33756868131868134,0.0924411032088296,0.5951236263736264,0.35473710317460316,0.6452628968253968,0.11011904761904762,0.6951884920634921,1.0,0.4230769230769231
NEW_CONFIRMATION,A2,FORCED_ON,fit,U_base_wrong,16,88,88,0,0,22,0,0.11011904761904762,0.3056051587301587,0.3048115079365079,0.11121058829110494,0.0,,,0.11011904761904762,0.6951884920634921,1.0,0.11011904761904762
